id,name,url,phone,email,description,logo_url,vendor_page_url,geographic_coverage,founded,company_size,company_type,industry_focus,specializations,social_links,contractor_rating,client_reviews,equipment_requirements,training_provided,payment_frequency,assignment_process,job_volume,onboarding_process,required_technology,equipment_provision,bbb_status,industry_recognition,recruiter_contact,qualifications,pay_range,compensation_structure,created_at,updated_at,categories,pay_max,pay_min,pay_type,rating,services,source,is_published,slug,starter_featured,starter_rank,brand_primary,brand_secondary,latitude,longitude,address,vendor_verified,address_source,address_confidence
5c088743-9e55-42e3-8e3e-8e30fe00fd92,Mortgage Connect LP,https://www2.mortgageconnectlp.com/solutions/valuations/,(855) 856-3837,vendors@mortgageconnectlp.com,,wix:image://v1/f9bafe_de7ada8d74f748daa39073e9f81b91e0~mv2.png/Screenshot%202025-05-20%20at%202.13.19%E2%80%AFPM.png#originWidth=353&originHeight=93,https://www2.mortgageconnectlp.com/vendor-login/,National,2008,Medium,Private,Real Estate AppraisalMortgage Lending,Provides valuation solutions to national banks and servicers.,"[""https://www.linkedin.com/company/mortgage-connect-lp/""""https://www.facebook.com/MortgageConnectLP""]",2.3,,*Appraisers:* State-issued Appraisal License/CertificationE&O InsuranceBackground Check. *BPO Agents:* Real Estate LicenseE&O Insurance (often)Background Check.,TRUE,Typically Net 30-45 days,Assignments offered via Exos platform/email.,Variable,Vendor registration via portal.,Exos PlatformEmail,Contractor-supplied,BBB profile existsN/A,Major player in the mortgage services and valuation space.,https://www2.mortgageconnectlp.com/vendor-login/,*Appraisers:* State Appraisal License/Certification. *BPO Agents:* State Real Estate License.,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Property Inspection"",""Field Services""]",450,40,/inspection/bpo,2.3,Field ServicesInspectionsValuations,,false,mortgage-connect-lp,,,,,40.49517,-80.201457,"600 Clubhouse Drive, Moon Township, PA 15108",true,Allegheny,
5f704618-11c9-486a-9c55-b56dde6a3c67,GRIP Inspections,https://www.gripinspections.com,(877) 474-7870,grip@gripinspections.com,Globe Roof Inspection Program (GRIP) is the leading provider of both roof inspections and ladder assists anywhere in the U.S. GRIP delivers an unbiased expert assessment in a standardized electronic report to you via the internet. GRIP provides this unique service through our network of dedicated roof inspectors.,https://www.gripinspections.com/images/logo.png,https://www.gripinspections.com/grip-inspectors-value.asp,National,2004,Medium,Private,AutomotiveProperty (Residential/Commercial)MarineRVHeavy EquipmentScene InvestigationsSite Verifications,Provides a wide array of specialized field inspection and data collection services across multiple industries.,"[""https://x.com/GripInspections""""https://www.facebook.com/Gripinspections""""https://www.instagram.com/GripInspections""]",4.1,,Varies by specialtyReliable transportationSmartphone/cameraComputer with internet,TRUE,weekly or bi-weekly,Assignments dispatched via GRIP's proprietary online platform (GRIP Connect). Inspectors notified of matching assignments and can accept/decline.,Variable,Online application (Become an Inspector)resume submissioncredential verificationpotential interviewbackground checkagreement signingonboarding to GRIP Connect.,Proprietary web-based platform (GRIP Connect),Contractor-supplied,A+,Accredited by BBB since 2009,Use Become an Inspector link: https://www.gripinspections.com/become-an-inspector.asp,Varies by specialty (e.g.ASEState Home Inspector LicenseSAMS/NAMS)Relevant insurance certifications (e.g.IICRCHAAG) beneficialBackground check,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Appraisal Services"",""Quality Control""]",600,300,/appraisal,4.1,Appraisal ServicesInspections,,true,grip-inspections,,,,,40.712144,-73.424143,"1 Rome St, Farmingdale, NY 11735",true,"NYS GIS Program Office, State Geographic Information Officer (GIO)",
5fdd484d-636c-4095-9a81-301f580628d8,RAL Inspection Services,http://www.ralis.com,(317) 867-7688,info@ralis.com,,https://ralis.com/wp-content/uploads/2018/09/ral-logo.png,https://ralis.com/inspectors/,National,2018,Small,Private,InsuranceReal EstateMortgage Field Services,Provides field inspection and data collection services primarily for insurance carriers and potentially mortgage servicers.,[],2.5,,Reliable transportationsmartphone or tablet with high-quality camera and GPSinternet accessmeasuring devicesladder (may be required),TRUE,,Assignments are dispatched through RALIS's proprietary online platform.,Variable,Online application via their Inspectors page.,Proprietary web-based platform and potentially a mobile application,Contractor-supplied,,National provider of field inspection services for the insurance and real estate industries.,https://ralis.com/inspectors/,Background check required,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Construction Inspection"",""Property Inspection"",""Project Management""]",75,25,/inspection,2.5,InspectionsInsurance Inspection,,false,ral-inspection-services,,,,,27.87684,-82.640891,"11400 4th St N, St. Petersburg, FL 33716",true,Pinellas (Pinellas County),
60092990-0e96-403b-9190-d9247c42d2b2,CRM Global LLC,https://crmglobalinc.com/,(919) 779-4786,p.goss@crmglobalinc.com,CRM Global makes sure your clients are who and where they say they are by providing on-site merchant inspection services. Our role is to be a part of the loss prevention process that screens potential problem merchants.,https://www.notarystars.com/uploads/news-pictures/2--blog-post-image-20240429034627.jpg,http://www.crminspections.com,National,,Small,Private Company (LLC),"Risk Management,Compliance Auditing,Brand Standards Auditing,Mystery Shopping,Site Verifications,Data Collection Services",CRM Global performs merchant site inspections for banks to verify the validity of the merchant prior to the bank allowing them to accept credit cards for payment.,[],2.5,,Reliable transportationSmartphone with a high-quality camera and GPS capabilitiesReliable internet accessComputer or tablet,TRUE,,Assignments are typically dispatched via an online scheduling platform or email,Variable,Application process via website,a proprietary web-based platform or a common industry mobile data collection application,Contractor-supplied,,Provider of risk managementcompliance auditbrand standards enforcementmystery shoppingand site inspection services,,Background check mandatory for most assignments,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Property Inspection"",""Audit Services""]",125,75,/inspection,2.5,Inspections,,true,crm-global-llc,,,,,35.624464,-78.638,"905 Lakefield Dr, Raleigh, NC 27603",true,Wake,
6091f45c-e49d-4892-a52e-b7d005f7b057,USA Field Services,https://usafieldservices.com/,(888) 963-9700,info@usafieldservices.com,"USA Field Services provides property inspection and field reporting services for mortgage servicers, lenders, and asset managers. They operate an online portal for vendor engagement. ([usafieldservices.com](https://usafieldservices.com/?utm_source=chatgpt.com))",https://usafieldservices.com/wp-content/uploads/2024/05/Group-2350.svg,https://usafieldservices.com/vendor-registration/,Nationwide,,11–50,Private,Mortgage Field Services,"Occupancy Inspections, Property Condition Reports","[""https://www.linkedin.com/company/usa-field-services/""]",3.7,,"Smartphone, camera, transportation",Yes,Net 30 days,Vendor portal dispatch,Moderate,Vendor registration and training,Field service portal,Contractor supplied,,Nationwide provider of mortgage field services,https://usafieldservices.com/become-a-vendor/,Preservation Vendors: General Liability insuranceE&O insuranceWorkers' Compensation. Inspectors: Background check.,$15-$40/inspection,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Mortgage Field Services, Property Inspections""]",40,15,/inspection,3.7,,,true,usa-field-services,,,,,44.099169,-123.468389,Address not verified,true,TIGER/Line® dataset from the US Census Bureau,
615a0396-c265-4c6c-bae1-e22c6986d4e1,The Real Solutions Group,https://theresolutionsgrp.com/,(800) 550-9754,inspections@theresolutionsgrp.com,"The Real Solutions Group provides mortgage field services including property inspections, occupancy checks, and REO support for lenders, servicers, and asset managers.",https://theresolutionsgrp.com/images/logo.png,https://theresolutionsgrp.com/contact/,Nationwide,,11–50,Private,Mortgage Field Services,"Property Inspections, Occupancy Verification, REO Services","[""https://www.facebook.com/therealestatesolutionsgroup/""]",2,,"Smartphone, camera, transportation",,,Direct assignment coordination,Moderate,Direct contact and vendor onboarding,Web-based inspection tools,Contractor supplied,,,,,,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Mortgage Field Services, Property Inspections, REO Support""]",,,,2,,,true,the-real-solutions-group,,,,,33.619141,-117.873994,"620 Newport Center Dr, Suite 1100, Newport Beach, CA 92660",true,Orange (CC0 1.0),
61fa0153-cb48-401f-ae37-2310baceeb38,"Cartus (a division of Anywhere Real Estate, formerly Realogy)",https://cartus.com/,,,"Global relocation management company providing home sale programs, property condition assessments coordination, and destination services for corporate and government clients worldwide.",,https://cartus.com/about/careers/,Global,1955,5000,Public (Subsidiary),"Corporate Relocation, Real Estate Services","Relocation Management, Home Sale Programs, Property Inspection Coordination","{""linkedin"": ""https://www.linkedin.com/company/cartus""}",,,,,,Vendor assignments coordinated through enterprise relocation platforms,High,"Vendor qualification, compliance review, client onboarding",Proprietary relocation management systems,,,Worldwide ERC® Premier Partner,Talent Acquisition via careers portal,"Real estate, inspection, or relocation experience preferred",,,2025-12-12 05:37:47.376203+00,2026-01-11 19:32:18.775889+00,"[""Global Relocation Services, Property Inspections Coordination, Workforce Mobility""]",,,,,,,true,cartus-a-division-of-anywhere-real-estate-formerly-realogy,,,,,41.382668,-73.532205,"100 Reserve Road, Danbury, CT 06810",,Connecticut Geospatial Information Systems Council,
621cd384-b044-44ee-b5b1-ad310b1f13bc,East Coast Property ServicesLLC,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,false,east-coast-property-servicesllc,,,,,44.099169,-123.468389,Address Not Verified,true,TIGER/Line® dataset from the US Census Bureau,
624363b1-9389-4b95-9784-9db09bd4814c,NorthSight,https://www.northsight.com,5048756142,,"NorthSight provides insurance risk engineering, loss control inspections, and data-driven property risk insights for insurance carriers and brokers.",https://images.squarespace-cdn.com/content/v1/5f29967c6e8771379fb987bc/1596656918593-TH2HJ7WSOB473Z5WIV2Q/website-logo.png,https://www.northsight.com/careers/,Nationwide,2018,51–200,Private,"Insurance Services, Risk Engineering","Loss Control Inspections, Risk Engineering, Property Risk Analytics","{""linkedin"": ""https://www.linkedin.com/company/northsight""}",,,"Camera, measuring tools, transportation",Yes,,Assignments coordinated through internal risk platforms,Moderate,"Careers application, background check, training",Risk inspection and reporting platforms,Contractor supplied,,Modern insurance risk analytics provider,Talent Acquisition via careers portal,Insurance inspection or engineering experience preferred,,,,2026-01-11 19:32:18.775889+00,"[""Insurance Inspections, Loss Control, Risk Engineering""]",,,,,,,true,northsight,,,,,33.573305,-111.887629,"8901 E Mountain View Road, Suite 100, Scottsdale, AZ 85258",true,City of Scottsdale,
62f407dc-07ec-461e-af5f-9e00158854cc,Granite Loan Management,https://www.graniteriskmanagement.com,888-456-4888,,"We are not your ordinary construction funds administration and risk management company. At Granite Risk Managementwe strive to exceed our client’s expectations by working hard to deliver projects on-timewithin budgetand free of mechanic’s liens. This can help you keep your construction loan portfolio on track and reduce your financial risks.

When working with Granite Risk Managementwe incorporate your program goals into our everyday operationsdelivering a seamless process for your ...",https://www.graniteriskmanagement.com/wp-content/uploads/2022/12/Granite-Full-Color.svg,https://www.graniteriskmanagement.com/professional-services/for-contractors,,,,,,,"[""https://www.facebook.com/northsight/"", ""https://www.linkedin.com/company/northsight-management""]",,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,true,granite-loan-management,,,,,36.10731,-95.862445,"3840 S. 103rd E. Ave, Suite 100, Tulsa, OK 74146",true,Tulsa,
6300f9aa-a336-4674-b718-7b326c101497,National Risk Services,http://www.natrisk.com,(201) 644-7393,nrstech@natrisk.com,"National Risk ServicesInc hasfor many yearsbeen providing premium audit services on workers compensationgeneral liability and auto fleet policies. We also provide property inspection services on personal lines and commercial lines policies to the insurance industry. NRS is well known for its innovationquality and expertise in the premium audit,loss controldata collection and analysis fields.",https://www.natrisk.com/New_Resources/images/logo.png,https://www.natrisk.com/Jobs.aspx,National,1960,Large,Private,Commercial Real Estate,Specializes in technical risk assessment and loss prevention.,"[""http://www.facebook.com/usinspect"", ""https://www.linkedin.com/company/u-s--inspect/"", ""http://www.twitter.com/usinspect""]",2.5,,Varies by specialty,TRUE,Typically monthly or bi-weekly,Assignments via internal scheduling team or project managers.,Variable,Applicationcredential verificationinterview process.,Laptopspecialized softwarespecific inspection tools as required.,Contractor-supplied,BBB profile not clearly identifiable.,Recognized within specialized risk management and insurance sectors.,Check Jobs page: https://www.natrisk.com/Jobs.aspx or contact via general form.,Professional certifications (CSPARMCFPSPE) and/or specific jurisdictional licenses. Significant industry experience required.,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Crowdsourced Property Photos"",""Remote Verification"",""Field Services""]",55,30,/inspection,2.5,Field Services,,true,national-risk-services,,,,,27.87684,-82.640891,"11400 4th St N, St. Petersburg, FL 33716",true,Pinellas (Pinellas County),
